timestamp,latest:startupTimeMs,latest:minHeapUsed,latest:maxHeapUsed,latest:totalAllocatedMB,latest:totalGCTime,latest:maxThreadContextSwitchRate,latest:iterationAvg,latest:iterationP95,latest:requestAvg,latest:requestP95,latest:netReadAvg,latest:netWriteAvg,latest:peakThreadCount,latest:averageCpuUser,latest:maxCpuUser,profiler:startupTimeMs,profiler:minHeapUsed,profiler:maxHeapUsed,profiler:totalAllocatedMB,profiler:totalGCTime,profiler:maxThreadContextSwitchRate,profiler:iterationAvg,profiler:iterationP95,profiler:requestAvg,profiler:requestP95,profiler:netReadAvg,profiler:netWriteAvg,profiler:peakThreadCount,profiler:averageCpuUser,profiler:maxCpuUser
1630430306,21930,43956736,317345280,13887.127700805664,2427447445,33809.2,136.13301753760047,223.72370745000003,10.017515147544579,31.48299470000001,6084882,31932333,46,0.56112975,0.7821782,16474,48177664,822169088,248302.6224822998,5952030850,36767.3,167.6991800308001,278.25611729999997,12.123654642966576,39.17483810000004,4983333,63509848,49,0.6099326,0.892922
